p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.8994116538432903e-44,1.3409304887592082,0.52,0.155,3.4894091492755087e-40,5,ZNF331
5.365322674022106e-44,1.0109125338157714,0.49,0.14,9.85663428444601e-40,5,EGR3
1.0231603038485173e-43,1.2582818875018558,0.96,0.528,1.879647794200111e-39,5,MAFB
2.6913101229250317e-43,1.0161382068157871,0.441,0.114,4.944205826825576e-39,5,GBP2
2.8833619443427038e-43,1.1935529804863672,0.634,0.239,5.2970242279519813e-39,5,AC007952.4
5.132151336049483e-43,1.5541736977584217,0.545,0.172,9.428275219456505e-39,5,CH25H
8.519375173436482e-42,1.0238523970810633,0.723,0.277,1.565094413112016e-37,5,CTSC
2.8317877243131374e-41,1.1367577177922936,0.52,0.159,5.202277228335665e-37,5,PRDM1
1.4322508105896757e-39,1.0691283246343661,0.535,0.181,2.631187964134293e-35,5,TIPARP
3.512065522371367e-39,1.4353402587604536,0.619,0.248,6.452015571148438e-35,5,HES1
5.1050141926291616e-39,1.4066592017368444,0.906,0.681,9.378421573279033e-35,5,BTG2
7.595533330581391e-38,1.0201811852009626,0.921,0.42,1.3953754281611073e-33,5,C1QB
7.309542676671574e-37,1.111875161997398,0.653,0.281,1.3428360851313348e-32,5,DNAJB4
8.298104811229043e-36,1.230621533732572,0.921,0.774,1.5244448348708875e-31,5,DNAJA1
2.9789833733956685e-33,1.1847961826927484,0.886,0.642,5.472690355265183e-29,5,CCNL1
9.174101768268189e-33,1.59629419451629,0.901,0.662,1.685374235848549e-28,5,HSPB1
2.7349895683824214e-31,1.126487081363925,0.95,0.753,5.024449336075346e-27,5,SGK1
7.626512296814172e-31,1.0295809374837084,0.54,0.217,1.4010665740477315e-26,5,NABP1
1.4745296258435762e-29,1.4564588975642625,0.629,0.331,2.708858375637234e-25,5,ZFAND2A
5.307034031909555e-29,1.275627863656763,0.589,0.279,9.749552220021045e-25,5,OTUD1
7.293238869713644e-29,1.0351735361843188,0.272,0.065,1.3398409127550935e-24,5,PLAU
7.466899936965594e-29,1.1813626311394367,0.525,0.197,1.3717441874199492e-24,5,P2RY13
4.2245900984468015e-27,1.0566854652156012,0.847,0.545,7.760994469856619e-23,5,ID2
1.6504876051348367e-26,1.2332701358481328,0.609,0.319,3.0321107793932085e-22,5,YBX3
2.810625540818376e-26,1.145558273630212,0.748,0.455,5.163400181037439e-22,5,RGS2
4.062628133050469e-26,1.124270551726403,0.594,0.278,7.463454143227017e-22,5,AL499604.1
8.392489368423947e-26,1.4989324657712348,0.564,0.271,1.5417842218731632e-21,5,ATP2B1-AS1
2.228279523069298e-23,1.2354248379911048,0.797,0.627,4.093572311830607e-19,5,HSPA5
1.5135815447034753e-21,1.1835871067962307,0.713,0.4,2.7806006557747545e-17,5,ZFP36L1
2.26210634730101e-21,1.1374853181121667,0.817,0.613,4.155715570626686e-17,5,DDX3X
1.7327769516447121e-19,1.0576169918370417,0.901,0.702,3.1832845378665007e-15,5,SRSF7
1.7929298558562453e-19,1.3600506852309526,0.668,0.391,3.293791438193508e-15,5,HSPA6
7.696523969669698e-19,1.0017115530024996,0.52,0.279,1.4139284184680203e-14,5,NCOA7
3.047632203438759e-16,1.026749248649196,0.446,0.233,5.598805120937344e-12,5,TWISTNB
4.502595388562463e-14,1.0216178531022977,0.465,0.277,8.271717988328101e-10,5,ABL2
0,3.660411843455658,0.918,0.005,0,6,MAG
0,3.23510105435341,0.986,0.007,0,6,CNTN2
0,3.223187321436937,0.973,0.016,0,6,CLDN11
0,3.1677577605046485,0.918,0.023,0,6,ANLN
0,2.954118539852924,0.904,0.01,0,6,ENPP2
0,2.6879151274685706,0.863,0.005,0,6,MAL
0,2.5960646396409888,0.822,0.003,0,6,CNDP1
0,2.529924811906746,0.808,0.016,0,6,CAPN3
0,2.473581776337727,0.877,0.006,0,6,GPR37
0,2.4373995927484615,0.863,0.005,0,6,ST18
0,2.353468380230066,0.822,0.004,0,6,HHIP
0,2.3145128577338427,0.74,0.009,0,6,MYLK
0,2.2831923520848076,0.822,0.01,0,6,CARNS1
0,2.2352134019120307,0.589,0.003,0,6,OPALIN
0,2.1702553692491113,0.767,0.005,0,6,KLK6
0,2.1258669510440025,0.795,0.016,0,6,CLMN
0,2.092451582146412,0.808,0.003,0,6,PDE1C
0,1.9297569905908998,0.74,0.011,0,6,NECAB1
0,1.9001807900944232,0.767,0.002,0,6,FGFR2
0,1.8765841406766424,0.74,0.004,0,6,CNTNAP4
0,1.8043183434610928,0.726,0.009,0,6,VWA1
0,1.8039671762983982,0.795,0.003,0,6,BOK
0,1.7163340285278323,0.699,0.008,0,6,SOX10
0,1.708541077621156,0.699,0.002,0,6,ABCA8
0,1.6890058988212207,0.74,0.006,0,6,PLPP2
0,1.6474212242105841,0.671,0.003,0,6,ASPA
0,1.6404497771026803,0.562,0.001,0,6,LRP2
0,1.5092252337115002,0.589,0.002,0,6,GJB1
0,1.4919897009208791,0.534,0.002,0,6,FAM131C
0,1.4917261145117293,0.644,0.009,0,6,SYNJ2
0,1.413166701271397,0.493,0.002,0,6,AC008571.2
0,1.379696840815141,0.616,0.001,0,6,FOLH1
0,1.3447387105772823,0.603,0.006,0,6,TMEM125
0,1.225251789581659,0.548,0.001,0,6,COL4A5
0,1.124504861744504,0.562,0.005,0,6,GRM3
0,1.0194304834797119,0.384,0,0,6,TMEM235
1.933191511707134e-306,3.401956614162714,0.863,0.022,3.5514661261571757e-302,6,ERMN
5.398988399348249e-304,2.3388096060684798,0.795,0.018,9.918481588442669e-300,6,PRR18
2.947473422315715e-284,1.1321307714176572,0.452,0.002,5.4148034241362e-280,6,CD22
8.163377927763406e-268,1.5409727091606389,0.671,0.013,1.4996941591094152e-263,6,PCSK6
3.056257618669884e-264,1.0905971878533205,0.466,0.004,5.6146508712584434e-260,6,GJC2
5.022340229820482e-258,1.030592551323762,0.479,0.005,9.226541236203207e-254,6,MEGF10
4.2361299085420385e-255,3.0360006474100043,0.904,0.035,7.782194254982578e-251,6,MOG
1.4609709271494997e-254,2.434282680234101,0.877,0.032,2.6839496902663458e-250,6,MAP7
3.6821421511644285e-254,1.111244883948978,0.521,0.007,6.764463345904172e-250,6,MYO1D
6.589814345377728e-254,2.818071602180732,0.918,0.036,1.2106147933893424e-249,6,MOBP
2.1861889049293646e-252,1.128685498547238,0.479,0.005,4.016247637245735e-248,6,PIEZO2
8.998679607478636e-248,1.2482116024408056,0.479,0.005,1.6531474306899002e-243,6,LDB3
1.7908669451112942e-246,1.678873475550785,0.726,0.019,3.2900016648639585e-242,6,ZNF536
6.931421038489045e-246,1.5560315364522477,0.753,0.021,1.2733713589808225e-241,6,DOCK9
3.855534015756727e-245,1.0111881499626338,0.342,0.001,7.083001540346683e-241,6,GREM1
1.928361155711015e-244,1.2650666351965756,0.493,0.006,3.5425922791567054e-240,6,NKAIN2
2.4207476425679235e-242,1.1047344463733393,0.466,0.005,4.447155494161532e-238,6,SEC14L5
1.9924811304767927e-235,1.9571529892425974,0.712,0.02,3.660387084798916e-231,6,SERPINI1
3.214982872703216e-232,1.2775405625536012,0.507,0.007,5.906245035443078e-228,6,RBP7
4.234983202973657e-229,2.266713027626614,0.822,0.031,7.780087642182905e-225,6,EFHD1
3.4273819197779714e-225,1.7203497591560533,0.658,0.018,6.296443324824111e-221,6,AC018647.1
3.4020677579234146e-213,1.0977785209947615,0.397,0.004,6.249938678081105e-209,6,GPIHBP1
1.2948311227931087e-211,1.271110003307762,0.589,0.014,2.37873425568322e-207,6,TRIM59
8.051497241087454e-207,1.861948646745199,0.808,0.033,1.4791405581601762e-202,6,CA2
2.085188440745085e-204,1.3762883537548476,0.616,0.017,3.830699684492796e-200,6,DIPK1C
1.1266552591062153e-184,3.6141338725394605,0.973,0.069,2.069778376504028e-180,6,TMEM144
1.1507054943632322e-171,1.9061358834836286,0.808,0.044,2.1139610636946938e-167,6,SLCO1A2
2.2746468307526036e-170,1.1725306632367993,0.534,0.016,4.178753692775608e-166,6,AK5
3.450800327722024e-170,2.9798361932684694,0.849,0.051,6.339465282058131e-166,6,RNASE1
1.092526456870146e-166,1.5162202767869457,0.685,0.031,2.007080353916145e-162,6,MAP6D1
1.2039630990995995e-165,2.384287231191806,0.822,0.05,2.211800609355874e-161,6,HAPLN2
2.4665985683546466e-165,1.4030172725454075,0.644,0.027,4.531388229924321e-161,6,TPPP3
2.335303175670786e-161,1.7734454236520676,0.781,0.045,4.290185464024801e-157,6,CDK18
8.483933318551041e-159,1.88622891752563,0.74,0.04,1.558583389951012e-154,6,DAAM2
7.606098358213907e-158,2.5287268773455174,0.822,0.054,1.397316329387477e-153,6,SPOCK3
1.609543495670563e-156,2.1633405467678775,0.836,0.055,2.9568923558963915e-152,6,SRCIN1
6.028584150059755e-155,2.7103560498604264,0.959,0.083,1.1075111942074777e-150,6,PLEKHH1
1.1136823476099386e-153,2.563413072856756,0.89,0.07,2.0459458407942182e-149,6,TPPP
1.9299275630928187e-149,2.5365308457466056,0.89,0.071,3.5454699261578175e-145,6,SEPTIN4
2.6949284304322366e-146,1.2592283112751812,0.671,0.035,4.950853019547062e-142,6,MFAP3L
1.0792651540017366e-143,2.509951530500628,0.863,0.07,1.9827180144165903e-139,6,PLLP
2.25356713047656e-136,1.2037288506951256,0.534,0.022,4.1400281753984885e-132,6,LIPE
2.9507284091158396e-136,1.0631782915411359,0.507,0.019,5.420783160386709e-132,6,DLC1
7.698323542370925e-132,1.8883147639982756,0.781,0.06,1.4142590179689628e-127,6,LARP6
2.742262538661384e-131,3.5599468347463925,0.945,0.101,5.0378105097748285e-127,6,SELENOP
1.2585434551306531e-126,1.7095634436220057,0.671,0.043,2.312070181420523e-122,6,TMEM63A
1.9827776966729872e-126,3.29160206296075,0.918,0.1,3.642560906557945e-122,6,EDIL3
2.8432963111673915e-124,2.0911653581039777,0.863,0.08,5.223419653245615e-120,6,SEMA3B
1.7656478606880844e-122,2.7845626972376225,0.959,0.114,3.24367168487008e-118,6,AATK
2.1697235397419342e-119,2.740907354500779,0.945,0.112,3.9859991148599076e-115,6,CERCAM
3.0847475173492063e-119,1.9678273486783544,0.836,0.079,5.666989664122227e-115,6,PEX5L
8.719299120448175e-118,2.4943114806668922,0.904,0.1,1.6018224414175344e-113,6,RAPGEF5
1.3421170273554667e-117,1.7093409194396598,0.685,0.049,2.465603190954728e-113,6,SPOCK1
9.89167266007938e-117,1.8221867763582398,0.699,0.052,1.817199184383183e-112,6,ARHGAP23
1.2627798211218896e-115,2.6731887047828033,0.836,0.086,2.3198528093830233e-111,6,CBR1
8.126894488404159e-110,2.826662262732626,0.877,0.105,1.4929917864647281e-105,6,PMP22
5.618383369633222e-109,1.23866558262997,0.521,0.028,1.0321532088353193e-104,6,TMTC2
1.0384360354966497e-108,3.1245953941320903,0.945,0.131,1.9077108408108952e-104,6,NKX6-2
2.2182133688060884e-108,1.5607503990232197,0.644,0.047,4.075079779833665e-104,6,LGI3
3.1429646123608604e-108,1.2509693242521627,0.616,0.042,5.773940289368137e-104,6,PRRG1
4.682760289018617e-108,3.0220754802788883,0.986,0.15,8.602698926956101e-104,6,ABCA2
1.9948142735701253e-107,1.306354857951491,0.589,0.039,3.664673301975677e-103,6,TMEM151A
3.716135808386894e-107,2.5919193434347556,0.904,0.114,6.826913093587564e-103,6,HSPA2
5.558303267080465e-105,2.404813907187446,0.849,0.098,1.0211158931953522e-100,6,SLC24A2
5.743648493493194e-104,1.7481129009243292,0.808,0.084,1.0551656647396348e-99,6,PAQR8
1.41722439024567e-100,3.197370641607495,0.959,0.151,2.6035829273203204e-96,6,TTLL7
2.940905933579068e-99,2.089154641731041,0.795,0.087,5.402738290578106e-95,6,TTYH2
5.059413350777893e-97,3.718936220832388,0.945,0.151,9.294648266714066e-93,6,PPP1R14A
2.8574050641801172e-95,2.1971599294013284,0.877,0.12,5.249338843405293e-91,6,KCNMB4
1.1680985044364479e-94,1.6421999268825362,0.753,0.079,2.1459137625001984e-90,6,PALM2-AKAP2
1.6584087735256003e-91,1.9515844276612708,0.836,0.107,3.0466627578438805e-87,6,ERBB3
2.720589253481314e-90,1.9385704698177557,0.808,0.104,4.9979945175705225e-86,6,ENDOD1
4.278333664266992e-90,1.5635776667795687,0.712,0.075,7.859726774624891e-86,6,DNAJC6
1.163615176625197e-89,1.0544497288960704,0.479,0.03,2.1376774409781496e-85,6,FAM124A
7.660706028675067e-88,1.0822222525555754,0.548,0.041,1.4073483045278964e-83,6,CYP27A1
3.7379897164078025e-87,1.9595261268253799,0.822,0.109,6.867060908012774e-83,6,MYRF
8.762547611384625e-87,1.157826510973232,0.521,0.037,1.6097676216874697e-82,6,LPAR1
6.097329703942193e-85,2.3489635228127645,0.849,0.129,1.1201404399112204e-80,6,CSRP1
4.6028201344420526e-80,2.1918109199732982,0.836,0.131,8.455840868983495e-76,6,MAN2A1
6.791859614471498e-80,1.3210360145434545,0.671,0.073,1.247732529774559e-75,6,NACAD
3.7569263975443666e-76,1.9969735372322903,0.877,0.153,6.901849484928756e-72,6,SUN2
1.9510556713770694e-74,1.5138046356329937,0.685,0.083,3.5842843738868145e-70,6,CRYBG3
7.682336000204834e-74,1.265931803704622,0.603,0.062,1.41132194659763e-69,6,UNC5B
7.111158700186317e-73,1.6114472688408221,0.781,0.118,1.3063909648112282e-68,6,JAM3
8.395011529356322e-73,1.8173946176899047,0.781,0.114,1.54224756805805e-68,6,SNHG14
2.4511562937465252e-71,2.0651202049497672,0.89,0.162,4.503019227241742e-67,6,PTPRD
1.016698740550912e-70,1.6061415777557115,0.712,0.095,1.8677772562660804e-66,6,DOCK5
1.5520309454537365e-70,3.2889522618459814,0.973,0.259,2.8512360498930593e-66,6,TF
2.5058939558276206e-70,1.7969901662773076,0.753,0.117,4.603577786250922e-66,6,ELOVL1
2.3130766635282138e-69,1.205711624860974,0.521,0.047,4.2493531385676815e-65,6,PTPRF
2.9135197860301826e-69,1.2945968732142628,0.575,0.061,5.352427198916049e-65,6,SLCO3A1
3.080434522160104e-69,1.2726241577442432,0.644,0.077,5.659066260660327e-65,6,PHLDA3
8.175774467092307e-69,1.9375774917711748,0.849,0.16,1.5019715273495277e-64,6,NDRG1
1.7227982419150553e-68,2.1723426555343743,0.904,0.187,3.164952650222148e-64,6,RHOU
8.686239844442914e-68,1.223857158523509,0.479,0.041,1.5957491218226077e-63,6,KIF19
1.505257641899172e-67,1.1616247688042136,0.562,0.058,2.765308813932969e-63,6,NIPAL3
1.5199984470918032e-66,1.668600807739074,0.767,0.121,2.7923891471523515e-62,6,LIMCH1
3.588826562445964e-66,1.1120576710985643,0.589,0.067,6.593033277869481e-62,6,FAM171A1
5.687641911486437e-66,1.93510677999452,0.849,0.159,1.0448766955591733e-61,6,CREB5
9.424299699645358e-66,1.8625411064172102,0.808,0.146,1.7313380978218485e-61,6,ADIPOR2
2.1793592709665692e-65,2.358967995864581,0.89,0.203,4.003700916692684e-61,6,SLC12A2
3.175807884206136e-65,1.214540066702048,0.685,0.095,5.8342766640750925e-61,6,INF2
1.2174831196696301e-62,2.020530030615814,0.904,0.209,2.2366382391450776e-58,6,PXK
1.6328086760515333e-62,1.443600780329355,0.699,0.105,2.9996328187742717e-58,6,RAB40B
5.454010100810992e-62,1.7326093240204372,0.767,0.13,1.0019561956199873e-57,6,SEMA4D
7.334480688994126e-62,2.3488866849643055,0.932,0.25,1.347417447375111e-57,6,SORT1
9.871143764942457e-62,1.1562446087007832,0.699,0.104,1.813427821057579e-57,6,DOHH
1.2274937939684882e-60,4.2334509446195465,1,0.387,2.25502884889951e-56,6,MBP
1.8234475926104667e-60,1.1839068412900922,0.575,0.07,3.349855572384688e-56,6,C21orf91
1.861329004014479e-60,2.5070617588448147,0.945,0.286,3.4194475132749996e-56,6,PLAAT3
1.313136335107062e-59,2.647115053402168,0.877,0.218,2.4123627612251835e-55,6,STMN4
3.711124128153646e-59,1.1739572337903257,0.534,0.06,6.817706135831063e-55,6,IPO13
1.6811888067167338e-58,1.4299653157581793,0.712,0.116,3.0885119568193117e-54,6,RETREG1
1.816891725424278e-58,2.7718089956431538,0.89,0.24,3.3378117887769414e-54,6,TUBB4A
2.043509441676086e-58,1.8064248583413134,0.863,0.184,3.754131195303138e-54,6,PRUNE2
4.140074551362471e-58,1.1062497401087403,0.534,0.062,7.605730958307996e-54,6,CPOX
6.430839062440231e-58,2.9921547721020465,0.918,0.276,1.1814094441608948e-53,6,APLP1
6.455932933055537e-57,1.0757563589890864,0.438,0.041,1.1860194391316328e-52,6,MCAM
1.2752913542907474e-56,1.429997440561645,0.781,0.14,2.342837746967532e-52,6,SEMA6A
2.4756500754243304e-56,4.029961740108116,0.986,0.395,4.548016753562037e-52,6,PTGDS
6.416528572585351e-56,2.717122817830713,1,0.406,1.1787804640696549e-51,6,SLC44A1
4.915062447652843e-55,1.7146193331140214,0.74,0.143,9.029461222583038e-51,6,LHPP
9.320123909062387e-55,2.288412704722964,0.918,0.29,1.7121999633338511e-50,6,PIP4K2A
1.8166377489824478e-54,3.60537819425237,0.959,0.388,3.3373452086556547e-50,6,CLDND1
2.833922404668328e-54,1.9276441180560822,0.808,0.185,5.206198849616185e-50,6,LANCL1
1.0601663352415564e-53,1.8067113795318432,0.849,0.217,1.9476315744722632e-49,6,GLTP
1.1560440190826455e-53,2.3131193344354295,0.877,0.242,2.123768467456728e-49,6,GPRC5B
2.32128818651894e-53,3.543397866899778,0.945,0.367,4.2644385274539445e-49,6,DBNDD2
3.169746213051608e-53,1.3236429861882255,0.658,0.105,5.8231407679971094e-49,6,GAS7
3.4608499148719958e-53,1.0251371760391796,0.507,0.061,6.357927378611344e-49,6,ADAP1
5.162993234251107e-53,2.0331293773723846,0.877,0.241,9.484934870642708e-49,6,OSBPL1A
1.5928057489025117e-52,1.3869842143959217,0.63,0.101,2.926143441308804e-48,6,HCN2
2.021438325700773e-52,1.580395264693479,0.795,0.171,3.7135843481448896e-48,6,AGPAT4
2.598822741944982e-52,1.0067141399025592,0.562,0.077,4.774297259227126e-48,6,KLHL32
4.45605097036214e-52,4.961017376580438,1,0.555,8.186211237652288e-48,6,PLP1
3.5633462742185073e-51,1.2795456393314666,0.603,0.088,6.546223440366819e-47,6,LINC00320
4.130889547375475e-51,2.2942969700161666,0.945,0.303,7.588857187483485e-47,6,GSN
4.618630404982757e-51,1.2846384768629227,0.685,0.121,8.484885916993823e-47,6,TMC6
2.698402356384827e-50,2.7484985401063975,0.918,0.343,4.957234968914566e-46,6,FAM107B
1.4617851671845058e-49,3.123936670605676,0.986,0.492,2.6854455306346554e-45,6,CNP
6.86999528391454e-49,1.566620496434318,0.726,0.157,1.26208683360794e-44,6,SLC6A8
1.0280947536760413e-48,1.482136437712874,0.699,0.138,1.8887128719782556e-44,6,CLIC4
1.0878263008358661e-48,1.7106823071815018,0.877,0.227,1.9984456972655697e-44,6,NFASC
1.3066796043408787e-48,1.1967036688056467,0.658,0.116,2.400501101134628e-44,6,MVB12B
1.3094027190666589e-48,1.0443924218729428,0.575,0.088,2.405503735197359e-44,6,CLCN4
1.359863165233879e-48,1.402151537779662,0.74,0.163,2.4982046208511594e-44,6,SLC48A1
2.1057369631037704e-48,1.798659559896302,0.753,0.17,3.8684493749179366e-44,6,PACS2
4.437881357032758e-48,1.8244850786119355,0.89,0.277,8.15283184100488e-44,6,FRYL
7.398042965942865e-48,1.8163328602928455,0.863,0.243,1.3590944732733636e-43,6,MTUS1
1.7680122364551515e-47,1.3188255805394205,0.644,0.114,3.248015279591759e-43,6,DLG2
2.1213682616393068e-47,1.449179855238428,0.616,0.104,3.897165633457571e-43,6,FBXO32
2.146189784300363e-47,1.022500053553014,0.466,0.056,3.942765252738197e-43,6,PLEKHG3
2.1520153191522958e-47,1.2260764976460792,0.616,0.104,3.953467342814683e-43,6,TPRN
3.1125392672206464e-47,1.5454058579452037,0.89,0.256,5.71804588781105e-43,6,MAPK8IP1
8.006031980825306e-47,1.6953792885837908,0.863,0.254,1.470788135197417e-42,6,LPGAT1
1.2393510298100632e-46,1.8122278899497797,0.808,0.215,2.276811776864067e-42,6,ANKS1B
1.5165670895723167e-46,1.9686658171892524,0.904,0.293,2.786085400253303e-42,6,ANK3
2.1851679440037626e-46,3.4856565185577035,0.986,0.545,4.0143720299293125e-42,6,CRYAB
2.2277204538916694e-46,1.2468159476479872,0.699,0.141,4.092545245844386e-42,6,EPS15
1.6069924061879336e-45,2.1175670111084113,1,0.501,2.952205749407853e-41,6,AMER2
1.7981179395701652e-45,1.701109031321721,0.904,0.296,3.30332246678435e-41,6,MBNL2
7.3053532870507e-44,1.4273329582394023,0.822,0.217,1.3420664523640841e-39,6,B3GAT1
1.0760898494861487e-43,1.67805640012456,0.767,0.183,1.9768846624910038e-39,6,CHADL
1.3490547350371778e-43,1.5063510721150823,0.781,0.197,2.4783484537367993e-39,6,DNAJB2
1.8051021063649846e-43,2.5678749517466493,0.959,0.488,3.316153079603113e-39,6,PCDH9
3.3858748124978693e-43,1.2968960428762393,0.74,0.161,6.220190618039836e-39,6,ARAP2
1.0527748870071484e-42,1.2260279713453162,0.616,0.117,1.9340527449208324e-38,6,KIF13B
1.3130356955705076e-42,1.1351970448379733,0.685,0.141,2.41217787633258e-38,6,C1orf198
2.7535907248875318e-42,1.3200202447965967,0.658,0.137,5.058621520690885e-38,6,MTMR10
1.5439394160048852e-41,1.559421466180847,0.767,0.199,2.8363711011425744e-37,6,CCP110
1.6459633790493747e-41,2.036720742485997,0.959,0.54,3.0237993236516063e-37,6,ARHGAP21
6.464672969448423e-41,1.2088174230599296,0.63,0.126,1.1876250712173699e-36,6,SVIP
5.40404536141347e-40,1.9074813463075078,0.836,0.299,9.927771733452686e-36,6,SECISBP2L
9.0573378537037e-40,1.6444157815341462,0.822,0.243,1.6639235371039068e-35,6,ATP8A1
9.476796295397917e-40,2.4623846461482914,0.918,0.488,1.7409822474275514e-35,6,LAMP2
1.027054571941746e-39,1.798254219289202,0.877,0.318,1.8868019541141815e-35,6,TRIM2
1.6418934288095904e-39,2.1302090740243815,0.877,0.351,3.0163224180660983e-35,6,ATP1B1
7.701640396979704e-39,1.0838474267248843,0.63,0.129,1.4148683573291413e-34,6,TYRO3
1.263859962738909e-38,1.8238097007487994,0.986,0.708,2.3218371375476497e-34,6,DPYSL2
1.320041603437761e-38,1.7419388330311094,0.795,0.222,2.425048429675511e-34,6,SLC31A2
2.22203839972113e-38,2.313368487690834,0.863,0.359,4.082106744127688e-34,6,QDPR
2.616216507174007e-38,2.1822227898088427,0.932,0.471,4.806251345329369e-34,6,CAMK2N1
3.205429362810304e-38,1.3349061513399432,0.603,0.123,5.888694282418809e-34,6,STAT2
8.436892828769214e-38,2.083351307599795,0.918,0.433,1.5499415815731925e-33,6,APOD
9.484301352589152e-38,1.2297591735885414,0.658,0.141,1.742361001484153e-33,6,PLXNB1
1.3598519150836504e-37,1.0348827739351318,0.644,0.14,2.4981839532001743e-33,6,ENPP4
3.889307472901979e-37,1.01613648432375,0.575,0.106,7.145046758468225e-33,6,SASH1
6.288519237626073e-37,1.6752141821594826,0.795,0.26,1.1552638691442858e-32,6,PLEKHB1
6.486678185694813e-37,1.2200275943768961,0.658,0.156,1.191667649493994e-32,6,FA2H
1.1095209008026588e-36,2.288080048701844,0.959,0.553,2.0383008468645643e-32,6,S100B
1.1339208362233935e-36,1.5118724384172275,0.712,0.193,2.0831259682259963e-32,6,SAMD4B
1.147546246651993e-36,1.234457591591239,0.671,0.164,2.1081572097243763e-32,6,FUT8
4.338370649737425e-36,1.6979687965750059,0.767,0.238,7.970020720632624e-32,6,EVI2A
5.016790839387149e-36,1.4155730933631951,0.836,0.279,9.216346451038131e-32,6,KLF9
2.650583744342889e-35,1.5743650674980418,0.904,0.38,4.869387396732321e-31,6,TMEM165
2.7767911897457705e-35,1.8170568128789475,0.932,0.495,5.101243094681955e-31,6,ZFYVE16
4.4274723133685785e-35,1.050762309403257,0.438,0.069,8.133709386889415e-31,6,TMEM98
5.595841426967726e-35,1.6929989224942203,0.959,0.818,1.028012028548241e-30,6,SEPTIN7
6.197435402291123e-35,1.8376293957878722,0.918,0.451,1.1385308577549023e-30,6,FEZ1
7.886371932327552e-35,1.9134281141579128,0.945,0.642,1.4488053876878946e-30,6,SELENOW
8.372986758689952e-35,1.530873433018646,0.808,0.268,1.538201397438931e-30,6,DLG1
1.002319300202857e-34,1.7485077802190268,0.863,0.378,1.8413607864026685e-30,6,ZNF652
1.0467940272144853e-34,1.335357526972476,0.849,0.261,1.923065307395731e-30,6,PREX1
1.2618569344284314e-34,1.3321764010016528,0.685,0.164,2.3181573742384713e-30,6,VXN
1.552097698524336e-34,1.7810189817658637,0.863,0.334,2.8513586819590577e-30,6,UGT8
1.6410452956306626e-34,1.285961938880574,0.699,0.189,3.0147643126030904e-30,6,ZDHHC9
1.9067560706619256e-34,1.655931081599278,0.918,0.486,3.5029015774130234e-30,6,SHTN1
2.3237399991952683e-34,1.0203435054691437,0.548,0.111,4.268942752521627e-30,6,CELSR2
4.245346301263531e-34,2.2932061107248725,0.918,0.58,7.799125690051233e-30,6,STMN1
5.792796896882703e-34,1.7413426227561741,0.973,0.583,1.0641947179263214e-29,6,SOX2-OT
7.2280968694682536e-34,1.0374979313157175,0.534,0.104,1.3278736758900128e-29,6,NEO1
9.05300480312656e-34,1.0525165641829566,0.63,0.146,1.6631275123823802e-29,6,TPD52
1.3094923568125036e-33,1.2173065270939627,0.699,0.193,2.4056684087002503e-29,6,APBB1
2.5444128689465798e-33,1.2674545326881392,0.616,0.147,4.674340881541762e-29,6,ROGDI
4.2033674793164473e-33,1.8757364390876283,0.849,0.375,7.722006396252246e-29,6,CD9
8.201691452075265e-33,1.1273294053179543,0.616,0.143,1.5067327366607468e-28,6,FAM102A
9.914504580203161e-33,1.2761508696346953,0.712,0.197,1.8213936364291227e-28,6,AGAP1
1.4594424506367875e-32,1.3077219154054402,0.822,0.295,2.6811417260648423e-28,6,CFL2
1.547867864429027e-32,1.253412688713909,0.781,0.258,2.8435880537425656e-28,6,RALGDS
2.6999802031346607e-32,1.2028196104851112,0.603,0.139,4.960133631178685e-28,6,RNF220
3.4103344898315507e-32,1.3270051742629916,0.712,0.203,6.2651254912695415e-28,6,ANK2
3.829008401165822e-32,1.7686573261561387,0.904,0.492,7.034271333781732e-28,6,SLAIN1
1.490249215535225e-31,1.5720216219005483,0.986,0.647,2.7377368338597617e-27,6,CCDC88A
1.7827861586814788e-31,1.458532013469775,0.89,0.383,3.2751564521137444e-27,6,KIF1B
2.2868977862423034e-31,1.1788638365680775,0.616,0.155,4.201259923105736e-27,6,CERS2
2.9378943690223717e-31,1.1754989775892113,0.781,0.25,5.397205745330999e-27,6,GNAO1
3.005635847261549e-31,1.5612843323218049,0.89,0.405,5.5216536150041916e-27,6,ADD1
3.4576987642098103e-31,1.727693624875037,0.973,0.755,6.3521383997298424e-27,6,GLUL
4.495447363912193e-31,1.1172751820932953,0.753,0.225,8.25858635224309e-27,6,LMNA
5.300839831114406e-31,1.189969964951857,0.671,0.181,9.738172853740275e-27,6,SREBF1
6.393002687247132e-31,1.1003600316008457,0.603,0.149,1.1744585236741706e-26,6,GALNT7
1.4682738291746735e-30,1.230244728011495,0.808,0.283,2.697365851576793e-26,6,PTK2
1.4817990167632262e-30,1.0085175878158787,0.507,0.104,2.722212973695723e-26,6,NDE1
1.932941576824267e-30,1.6025366319874759,0.959,0.8,3.551006970783861e-26,6,RTN4
2.868224560406209e-30,1.1578138916672862,0.63,0.166,5.269215339922247e-26,6,NRBP2
3.395454494832834e-30,1.1303732292324271,0.521,0.111,6.2377894524574e-26,6,DIXDC1
8.174512911879783e-30,1.2002645419858609,0.808,0.277,1.501739767041435e-25,6,KIF1A
